"id","iv.Group","iv.set","iv.order","startdate","submitdate","valid.row","experiment.count","lastpage","Consent","Tutorial","Experience","notation.experience","Total.Time","Concent.Time","Tutorial.Time","Survey.Time","Gender","Age","Degree","Role.count","Role.R1","Role.R2","Role.R3","Role.R4","Role.R5","Role.R6","Role.R7","Role.R8","Role.R9","Role.R10","Role.other","Bias.count","Bias.B1","Bias.B2","Bias.B3","Bias.B4","Bias.B5","Bias.B6","Bias.B7","Bias.B8","Bias.B9","Bias.B10","Bias.other","IT","Work","Training","Notation.count","Notation.None","Notation.BPMN","Notation.EPC","Notation.UMLAD","Notation.UML","Notation.CMMN","Notation.other","A.perceived","A.Correct","A.Time","A.Efficacy","A.Efficiency","iv.A.model","iv.A.name","iv.A.CC","iv.A.CL","iv.A.CS","iv.A.CAS","iv.A.CS.SC","iv.A.CS.SS","iv.A.CS.SDS","iv.A.CS.SPF","iv.A.CS.DI","iv.A.CS.PT","iv.A.CS.PDT","iv.A.CS.PE","iv.A.CS.PM","iv.A.CS.OC","iv.A.CAS.DCP","iv.A.CAS.DEP","iv.A.CAS.DAC","iv.A.CAS.DC","iv.A.CAS.DE","iv.A.CAS.DMA","iv.A.CAS.DRN","iv.A.CAS.DR","iv.A.CAS.SE","iv.A.CAS.SX","iv.A.CAS.MH","iv.A.CAS.MP","iv.A.CAS.MC","iv.A.CAS.MHB","iv.A.CAS.MT","B.perceived","B.Correct","B.Time","B.Efficacy","B.Efficiency","iv.B.model","iv.B.name","iv.B.CC","iv.B.CL","iv.B.CS","iv.B.CAS","iv.B.CS.SC","iv.B.CS.SS","iv.B.CS.SDS","iv.B.CS.SPF","iv.B.CS.DI","iv.B.CS.PT","iv.B.CS.PDT","iv.B.CS.PE","iv.B.CS.PM","iv.B.CS.OC","iv.B.CAS.DCP","iv.B.CAS.DEP","iv.B.CAS.DAC","iv.B.CAS.DC","iv.B.CAS.DE","iv.B.CAS.DMA","iv.B.CAS.DRN","iv.B.CAS.DR","iv.B.CAS.SE","iv.B.CAS.SX","iv.B.CAS.MH","iv.B.CAS.MP","iv.B.CAS.MC","iv.B.CAS.MHB","iv.B.CAS.MT","C.Compare","iv.C.obs","iv.C.calc","iv.C.CC","iv.C.order3.CC","iv.C.order15.CC","iv.C.CL","iv.C.order3.CL","iv.C.order15.CL","iv.C.CS","iv.C.order3.CS","iv.C.order15.CS","iv.C.CAS","iv.C.order3.CAS","iv.C.order15.CAS","Weights.count","Weights.CasePlan","Weights.Stage","Weights.DStage","Weights.PlanFrag","Weights.CFileItem","Weights.Task","Weights.DTask","Weights.NBHTask","Weights.ProcTask","Weights.CaseTask","Weights.CaseTasknim","Weights.BHTask","Weights.Event","Weights.UserEvent","Weights.TimerEvent","Weights.Milestone","Weights.Connector","Weights.HumanIcon","Weights.CPlanningT","Weights.EPlanningT","Weights.AComplete","Weights.Collapsed","Weights.Expanded","Weights.ManualA","Weights.Repetition","Weights.Required","Weights.EntryCritWC","Weights.EntryCrit","Weights.ExitCritWC","Weights.ExitCrit","Weights.EntryCritAND","Weights.EntryCritOR","Weights.ExitCritAND","Weights.ExitCritOR","Charity","Charity.other"
255,16,3,2,"2016-07-08 00:28:38",,,,4,1,1,,6,309.48,15.18,156.93,137.37,"M",62,4,1,,,,,,,1,,,,,1,,,,,,1,,,,,,24,24,20,3,,1,,1,,1,,,,32,,,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,,,,,,1,"m1b",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,,"m4vs1","m4vs1",2.71,"A>B","m4>m1",2.33,"A>B","m4>m1",6.78,"A<B","m4<m1",3.22,"A>B","m4>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,17,7,2,"2016-07-08 00:46:03","2016-07-08 01:11:24",1,5,8,1,1,,2,1524.48,29.22,64.41,1430.85,"M",51,3,1,,,1,,,,,,,,,1,,,,,1,,,,,,,20,10,0,1,1,,,,,,,1,0.75,453.45,0.15,0.00165398610651671,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,2,2,254.52,0.4,0.00785792865000786,2,"m2b",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,3,"m4vs2","m4vs2",3.67,"A>B","m4>m2",6.33,"A<B","m4<m2",3.22,"A>B","m4>m2",6.78,"A<B","m4<m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A1",
257,18,10,2,"2016-07-08 01:27:54",,1,2,5,1,1,,4,2636.02,56.31,2011.86,567.85,"M",39,4,1,,,,,,,,,,,"Gen consultant",1,,1,,,,,,,,,,15,8,1,1,,,,1,,,,3,5,357.22,1,0.0139969766530429,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,,,39.21,,,3,"m3b",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,"m4vs3","m4vs3",4.14,"A>B","m4>m3",6.33,"A<B","m4<m3",5.89,"A<B","m4<m3",4.11,"A>B","m4>m3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,20,14,1,"2016-07-08 01:42:11",,,,2,1,,,2,310.46,207.4,,103.06,"F",44,4,1,,,1,,,,,,,,,1,,,,,,,,,,1,,18,5,0,1,1,,,,,,,,,,,,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,"m4vs6","m6vs4",3.29,"A>B","m6>m4",5,"A=B","m6=m4",6.33,"A<B","m6<m4",3.67,"A>B","m6>m4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,21,4,2,"2016-07-08 01:45:19",,,,1,1,,,1,3070.83,51.15,,3019.68,"F",55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,,,,,,1,"m1b",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,,"m5vs1","m5vs1",2.14,"A>B","m5>m1",2.33,"A>B","m5>m1",4.56,"A=B","m5=m1",5.44,"A=B","m5=m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,22,8,2,"2016-07-08 02:03:41","2016-07-08 02:36:31",1,5,8,1,1,,1,1973.51,4.99,1539.31,429.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,109.75,0.6,0.0273348519362187,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,3,2,203.34,0.4,0.00983574309039048,2,"m2b",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,6,"m5vs2","m5vs2",3.1,"A>B","m5>m2",6.33,"A<B","m5<m2",1,"A>B","m5>m2",9,"A<B","m5<m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A1",
263,0,,,"2016-07-08 02:28:20",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,25,15,1,"2016-07-08 02:36:29","2016-07-08 03:01:17",1,6,8,1,1,,4,1491.75,5.71,860.62,625.42,"F",37,3,1,,,,,,,,,,1,,1,,,,,,,,,,1,,1,1,10,1,,,,,1,,,3,2,280.23,0.4,0.00713699461156907,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,3,2,98.47,0.4,0.0203107545445313,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,3,"m5vs6","m6vs5",3.86,"A>B","m6>m5",5,"A=B","m6=m5",8.56,"A<B","m6<m5",1.44,"A>B","m6>m5",8,,,,,,,,,,,1,1,,,,,1,,,1,,,1,1,,1,1,,,,,,,,"A4",
265,26,5,2,"2016-07-08 02:37:15","2016-07-08 02:52:11",1,5,8,1,1,,4,898.41,14.89,297.15,586.37,"M",,3,3,,,,1,1,,,,,1,,2,,,,,,,,1,,1,,20,17,12,4,1,1,,1,1,,,2,3,181.49,0.6,0.0165298363546201,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,2,1,150.58,0.2,0.00664098817904104,1,"m1b",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,3,"m6vs1","m6vs1",1,"A>B","m6>m1",2.33,"A>B","m6>m1",8.11,"A<B","m6<m1",1.89,"A>B","m6>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A4",
266,27,9,2,"2016-07-08 06:33:32",,,,2,1,,,4,341.88,179.71,,162.17,"M",59,3,1,,,,,1,,,,,,,1,,,,,,,,,,1,,34,10,8,2,,1,,1,,,,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,,,,,2,"m2b",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,,"m6vs2","m6vs2",1.95,"A>B","m6>m2",6.33,"A<B","m6<m2",4.56,"A=B","m6=m2",5.44,"A=B","m6=m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,28,12,2,"2016-07-08 08:08:05","2016-07-08 08:30:01",1,6,8,1,1,,4,1318.34,14,22.49,1281.85,"M",54,4,1,,,,,,,,,,1,,1,,,,,,1,,,,,,32,19,,2,,1,,,,,"Filenet proprietary",2,1,324.25,0.2,0.0030840400925212,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,2,4,350.89,0.8,0.0113995839151871,3,"m3b",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,4,"m6vs3","m6vs3",2.43,"A>B","m6>m3",6.33,"A<B","m6<m3",7.22,"A<B","m6<m3",2.78,"A>B","m6>m3",11,2,,,3,,,,,,3,3,3,,,,,,1,,,,,,4,,,,2,,,2,,2,2,,
268,0,,,"2016-07-08 08:58:52",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,30,15,2,"2016-07-08 09:52:23",,,,1,1,,,1,182.85,182.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,,,,,5,"m5b",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,,"m6vs5","m6vs5",3.86,"A>B","m6>m5",5,"A=B","m6=m5",8.56,"A<B","m6<m5",1.44,"A>B","m6>m5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1,1,1,"2016-07-08 14:57:13","2016-07-08 16:15:55",1,6,8,1,1,,4,4527.83,27.57,4037.45,462.81,"M",59,4,1,,,,,,,1,,,,,2,,1,,,,,,,,1,,30,20,10,2,1,,,1,,,,4,3,223.33,0.6,0.0134330363139748,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,4,2,35.96,0.4,0.0556173526140156,2,"m2a",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,2,"m1vs2","m2vs1",4.05,"A>B","m2>m1",1,"A>B","m2>m1",8.56,"A<B","m2<m1",1.44,"A>B","m2>m1",13,,,,,,2,3,3,,4,,,,2,2,2,2,,,,,7,,,7,,,2,2,,,,4,,"A1",
271,2,2,1,"2016-07-08 15:23:04",,,,3,1,1,,4,778.59,13.59,616.15,148.85,"M",47,3,1,,,,,,,,,,,"Support specialist",1,,,,,,,,,,1,,23,6,2,1,,1,,,,,,,,,,,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,,,,,,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,"m1vs3","m3vs1",3.57,"A>B","m3>m1",1,"A>B","m3>m1",5.89,"A<B","m3<m1",4.11,"A>B","m3>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,3,3,1,"2016-07-08 15:44:46",,,,1,1,,,1,26697.4,26697.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,,,,,,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,,"m1vs4","m4vs1",2.71,"A>B","m4>m1",2.33,"A>B","m4>m1",6.78,"A<B","m4<m1",3.22,"A>B","m4>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,4,4,1,"2016-07-08 15:51:28",,,1,3,1,1,,4,3110.67,33.35,2834.27,243.05,"F",54,4,5,,1,,1,,1,1,,,1,,3,,1,,1,,1,,,,,,28,25,5,1,,,,,,,"Tools of the products",,0,145.41,0,0,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,,,,,,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,,"m1vs5","m5vs1",2.14,"A>B","m5>m1",2.33,"A>B","m5>m1",4.56,"A=B","m5=m1",5.44,"A=B","m5=m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,5,5,1,"2016-07-08 15:58:03",,,,1,1,,,1,6.38,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"m1a",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,"m1vs6","m6vs1",1,"A>B","m6>m1",2.33,"A>B","m6>m1",8.11,"A<B","m6<m1",1.89,"A>B","m6>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0,,,"2016-07-08 16:02:38",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,7,6,1,"2016-07-08 16:15:36",,,,4,1,1,,4,477.12,12.78,367.44,96.9,"M",48,3,1,,1,,,,,,,,,,3,,1,,1,1,,,,,,,25,25,8,2,1,1,,,,,,,,14.01,,,2,"m2a",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,,,,,,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,"m2vs3","m3vs2",4.52,"A=B","m3=m2",5,"A=B","m3=m2",2.33,"A>B","m3>m2",7.67,"A<B","m3<m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,8,7,1,"2016-07-08 16:41:46",,,,2,1,,,4,6205.15,6126.44,,78.71,"M",33,4,1,1,,,,,,,,,,,1,,,,,,,,,,1,,10,10,45,1,,1,,,,,,,,,,,2,"m2a",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,,,,,,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,,"m2vs4","m4vs2",3.67,"A>B","m4>m2",6.33,"A<B","m4<m2",3.22,"A>B","m4>m2",6.78,"A<B","m4<m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,10,9,1,"2016-07-08 17:44:12",,,,4,1,1,,6,387.98,35.86,114.36,237.76,"M",38,3,1,,,,,,,1,,,,,2,,,,,1,,,,,,"CMMN, should be more about data models and state diagrams",19,17,10,3,,1,,1,,1,,,,,,,2,"m2a",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,"m2vs6","m6vs2",1.95,"A>B","m6>m2",6.33,"A<B","m6<m2",4.56,"A=B","m6=m2",5.44,"A=B","m6=m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,11,2,2,"2016-07-08 17:55:07","2016-07-08 18:35:58",1,6,8,1,1,,6,2455.96,4.82,1457.85,993.29,"M",60,5,1,,,,,,,1,,,,,1,,,1,,,,,,,,,30,30,12,2,,1,,,,1,,3,4,280.54,0.8,0.0142582162971412,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,6,3.75,190.84,0.75,0.0196499685600503,1,"m1b",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,2,"m3vs1","m3vs1",3.57,"A>B","m3>m1",1,"A>B","m3>m1",5.89,"A<B","m3<m1",4.11,"A>B","m3>m1",11,1,,1,3,,,1,,,1,,,1,,,1,1,1,,,,,,,,1,,,,1,,,,,"A1",
281,12,6,2,"2016-07-08 18:22:38",,,,2,1,,,6,763.29,524.85,,238.44,"M",56,3,1,,1,,,,,,,,,,1,,,,,,,,,,1,,20,16,8,1,,,,,,1,,,,,,,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,,,,,2,"m2b",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,,"m3vs2","m3vs2",4.52,"A=B","m3=m2",5,"A=B","m3=m2",2.33,"A>B","m3>m2",7.67,"A<B","m3<m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,13,10,1,"2016-07-08 19:47:15",,,,2,1,,,4,130.07,58.95,,71.12,"M",58,4,1,,,,,,,1,,,,,1,,,,,,,,,,1,,30,15,52,2,,,,1,1,,,,,,,,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,,,,,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,,"m3vs4","m4vs3",4.14,"A>B","m4>m3",6.33,"A<B","m4<m3",5.89,"A<B","m4<m3",4.11,"A>B","m4>m3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,14,11,1,"2016-07-08 20:36:44","2016-07-08 21:04:40",1,4,8,1,1,,6,1679.78,8.46,1131.24,540.08,"M",37,4,2,,,,1,,,,,,1,,2,,,,1,1,,,,,,,16,5,2,4,,1,,1,1,1,,3,2,262.93,0.4,0.00760658730460579,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,2,107.65,0.4,0.018578727357176,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,5,"m3vs5","m5vs3",3.57,"A>B","m5>m3",6.33,"A<B","m5<m3",3.67,"A>B","m5>m3",6.33,"A<B","m5<m3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A1",
284,15,12,1,"2016-07-08 20:41:14",,,,2,1,,,2,161.97,44.84,,117.13,"F",63,3,1,,,,,,,,,,1,,1,,,,,,,,,,1,,35,20,0,1,1,,,,,,,,,,,,3,"m3a",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,,,,,,6,"m6a",114,4,37,53,1,1,8,0,1,5,10,2,3,6,4,6,2,0,9,3,2,3,3,4,10,0,0,6,1,,"m3vs6","m6vs3",2.43,"A>B","m6>m3",6.33,"A<B","m6<m3",7.22,"A<B","m6<m3",2.78,"A>B","m6>m3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,16,3,2,"2016-07-08 20:46:52","2016-07-09 01:06:46",1,5,8,1,1,,1,15589.3,276.29,13423.2,1889.81,"M",42,4,1,,,,,,,,,,1,,1,,,,,,,,,,1,,22,0,0,1,1,,,,,,,3,4,1190.73,0.8,0.00335928380069369,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,4,3,374.95,0.6,0.00800106680890786,1,"m1b",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,3,"m4vs1","m4vs1",2.71,"A>B","m4>m1",2.33,"A>B","m4>m1",6.78,"A<B","m4<m1",3.22,"A>B","m4>m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A4",
286,0,,,"2016-07-08 21:14:48",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,18,10,2,"2016-07-08 21:38:12","2016-07-08 22:16:39",1,5,8,1,1,,4,2309.32,90.32,1307.49,911.51,"M",56,4,2,,,,,,1,,,,1,,1,,,,,,,,,,1,,28,10,2,1,,,,1,,,,5,3.75,285.14,0.75,0.0131514343831101,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,6,3.75,246.39,0.75,0.0152197735297699,3,"m3b",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,5,"m4vs3","m4vs3",4.14,"A>B","m4>m3",6.33,"A<B","m4<m3",5.89,"A<B","m4<m3",4.11,"A>B","m4>m3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A4",
288,19,13,1,"2016-07-08 22:38:58",,,,4,1,1,,1,1179.69,30.63,789.73,359.33,"M",25,3,1,,,,,,,,,1,,,1,,,,,,,,,,1,,0,0,0,1,1,,,,,,,,,33.93,,,4,"m4a",96,4,40,50,1,4,4,1,4,2,11,2,5,6,2,3,3,3,6,3,2,2,9,2,0,2,1,10,2,,,,,,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,,"m4vs5","m5vs4",4.43,"A>B","m5>m4",5,"A=B","m5=m4",2.78,"A>B","m5>m4",7.22,"A<B","m5<m4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,0,,,"2016-07-09 00:20:08",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,21,4,2,"2016-07-09 01:33:11","2016-07-15 07:43:07",1,5,8,1,1,,2,3506.31,150.13,2247.96,1108.22,"F",58,3,1,,,,,,,,,,1,,1,,,,,,,,,,1,,36,15,40,1,1,,,,,,,6,2.5,513.33,0.5,0.00487016149455516,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,5,1,225.81,0.2,0.00442850183782826,1,"m1b",72,2,44,46,4,5,0,0,8,10,0,0,5,12,4,0,7,5,0,5,3,5,3,4,1,0,2,7,0,7,"m5vs1","m5vs1",2.14,"A>B","m5>m1",2.33,"A>B","m5>m1",4.56,"A=B","m5=m1",5.44,"A=B","m5=m1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-oth-","AlZ.org"
291,22,8,2,"2016-07-09 02:40:46",,,,4,1,1,,4,400.22,56.33,143.95,199.94,"M",61,3,1,,,1,,,,,,,,,1,,,,1,,,,,,,,25,22,0,1,,1,,,,,,,,,,,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,,,,,,2,"m2b",82,5,36,54,1,5,1,1,1,7,5,1,1,13,3,2,5,4,3,2,8,0,10,4,2,1,1,8,1,,"m5vs2","m5vs2",3.1,"A>B","m5>m2",6.33,"A<B","m5<m2",1,"A>B","m5>m2",9,"A<B","m5<m2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,23,11,2,"2016-07-09 08:20:46","2016-07-09 09:14:04",1,5,8,1,1,,1,3149.28,166.56,2123.12,859.6,"F",41,4,1,,,,,,,,,,1,,1,,,,,,,,,,1,,16,0,0,1,1,,,,,,,4,3.25,274.73,0.65,0.0118297965274997,5,"m5a",102,4,45,45,3,0,2,1,4,3,8,7,5,12,2,2,2,1,2,1,1,2,10,4,7,0,4,3,4,4,1.75,192.65,0.35,0.00908383078120945,3,"m3b",87,5,42,48,1,9,7,0,4,6,1,1,5,8,0,4,2,10,6,5,2,2,2,7,0,0,0,8,0,6,"m5vs3","m5vs3",3.57,"A>B","m5>m3",6.33,"A<B","m5<m3",3.67,"A>B","m5>m3",6.33,"A<B","m5<m3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A4",
